9.794876330430463440e+01,1.064625848841982787e+02,9.508291565429939851e+01,9.072187095225663711e+01,9.425106275300984748e+01,1.133704923702560023e+02,1.063553903817298476e+02,1.204207382476051151e+02,1.196091913285863200e+02,1.313598833709908718e+02,9.747066305797807217e+01,1.108849645982448635e+02,9.941572837019968745e+01,1.161109497237031576e+02,1.533037253839412983e+02
1.092728491372358945e+02,1.298194841875899783e+02,1.064767291440712427e+02,1.032390307654084722e+02,1.162450821836385302e+02,1.300860996019653157e+02,1.240919067041826906e+02,1.411749512631189987e+02,1.321028396180321920e+02,1.536005250064061158e+02,1.199113949691186178e+02,1.363406206073706812e+02,1.121948984197704391e+02,1.286205309807710933e+02,1.661357819815189885e+02
1.832551282050549162e+02,1.124814077814860838e+02,1.806855526762604711e+02,1.146274870287047349e+02,1.692840626960149280e+02,1.201402243225365112e+02,1.559085225464038729e+02,1.280808690461354331e+02,1.795553618154398805e+02,1.410851405507264076e+02,1.127840772753042984e+02,1.596171542093777020e+02,1.410225175965649100e+02,1.906077110439885018e+02,2.074966124456803414e+02
8.997245451964160168e+01,1.097048103742122578e+02,1.138465189705634657e+02,8.761292448885377837e+01,1.054308199865622697e+02,1.196688663522521239e+02,1.120896135434900032e+02,1.143561271664191565e+02,1.498889858555848207e+02,1.316696720389968789e+02,1.069490463499323312e+02,1.255606373637462099e+02,1.269400806693909800e+02,1.654626815335222432e+02,1.490509796602357824e+02
9.706350588619538655e+01,1.425705393591427139e+02,1.026320377450311128e+02,1.089360355358851535e+02,1.350371853826675590e+02,1.053813523539650845e+02,1.239175300349648694e+02,1.297676219843673948e+02,1.203789655584087654e+02,1.420974538687044344e+02,1.364647048254442154e+02,1.235876927516531509e+02,1.721243394659811088e+02,1.405824645013581744e+02,1.707491659802080335e+02
9.070319303337686279e+01,1.358319994443129417e+02,1.187718166360465659e+02,1.097043541759237684e+02,1.152467826769894259e+02,1.268077760006301276e+02,1.205044363115617330e+02,1.388518778357244514e+02,1.174757838877583396e+02,1.365233794010281940e+02,9.382513147707636847e+01,1.208258379766624557e+02,1.501706177715334434e+02,1.303202630271717339e+02,1.791718697754963614e+02
1.336508673588610066e+02,1.296705354753953259e+02,1.554565403070385798e+02,1.492201032194171262e+02,1.524514119305852375e+02,1.736361186144970929e+02,1.486350764052828879e+02,1.819457444389347813e+02,1.527120779639006116e+02,1.950251153018436412e+02,1.624915956143800031e+02,1.775801487666947764e+02,1.482058734194841065e+02,1.525218260720619696e+02,1.847733454059157907e+02
2.337031249999969020e+02,1.814290953554295811e+02,2.147919931099371524e+02,1.990969723000728777e+02,2.097720838054087267e+02,2.307309883330916307e+02,2.180754633177736537e+02,1.988826820553497896e+02,2.249847212920544735e+02,2.189086403056676318e+02,2.059727768255353340e+02,2.194630476701961470e+02,2.394394846552241347e+02,2.387015039669306304e+02,2.424718743880291072e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.081904761904677059e+02,8.801906397561764095e+01,1.102858545188526165e+02,9.499668933166586271e+01,1.002978579745040264e+02,9.468948097663152907e+01,1.294003351520988474e+02,9.988319799974259183e+01,1.358851304631524783e+02,1.119381728685318365e+02,9.928406652059983628e+01,1.032969363697215925e+02,1.423345038609100186e+02,1.571403443672944888e+02,2.422159981074788107e+02
