8.173986877320244560e+01,8.779210271940510779e+01,7.978340876476201515e+01,6.877504032851510374e+01,6.851969924686895297e+01,9.774566817477337111e+01,8.427204247036911511e+01,7.855300937350800439e+01,8.791606517491118211e+01,7.222652851005626928e+01,8.052834728660084807e+01,7.202305400981541084e+01,1.050421328112906849e+02,9.223680543645519947e+01,1.175305036465627353e+02
6.825000000000000000e+01,6.682614087934246072e+01,6.886405023265442082e+01,5.947199532223068275e+01,6.763915469437172590e+01,8.016678185596479977e+01,8.526926701355083082e+01,6.883439788412566429e+01,1.148796391152856415e+02,8.262162875357188341e+01,7.257618994574512783e+01,7.015695185149684221e+01,9.453525949173236143e+01,1.169812523230475563e+02,1.749000909989811134e+02
1.945781376518223169e+02,1.650586000238914153e+02,1.729919343802026788e+02,1.806496969699142880e+02,1.722679339559599896e+02,1.671778310050530365e+02,2.143008764722036688e+02,1.769914494128135232e+02,1.948584649301197658e+02,1.722134224002445535e+02,1.782705649796263287e+02,1.894156669846211685e+02,1.698698979425705886e+02,1.822390282456670150e+02,2.069599593012214882e+02
7.131111111111000866e+01,6.908966054677551938e+01,6.523587649351667039e+01,6.336347540897274655e+01,4.327774934974622312e+01,7.285161902823909941e+01,6.117309544753855732e+01,6.226290066837670878e+01,6.310331734197878717e+01,5.242611756418845204e+01,5.727708092836974174e+01,5.171944607204034128e+01,8.876398336550853685e+01,6.666964369633370779e+01,9.439494481483893651e+01
7.613190730837561659e+01,8.115747511779973422e+01,7.935697346022887189e+01,9.403877479555124808e+01,6.922522973939601343e+01,8.656374408446572488e+01,7.936616218450316751e+01,6.993189583079696092e+01,9.017878687286014383e+01,8.616282277947563273e+01,7.326901743722280003e+01,7.540594185455833554e+01,1.047705685037074943e+02,8.913552371192669455e+01,1.140682306337199776e+02
1.107999999999999972e+02,1.662880018937422619e+02,1.803674383775129968e+02,1.804726022654334656e+02,1.752534818267918695e+02,1.679948043054795335e+02,1.481497047388412795e+02,1.541199206312702472e+02,1.611861120605220776e+02,1.762178547586068476e+02,1.744876921256240507e+02,1.653177848479060970e+02,1.751863326243827430e+02,1.569710882532151288e+02,2.084946521351703268e+02
6.888126361655719165e+01,8.177848732293207945e+01,7.773999292142282513e+01,7.862416998992219419e+01,8.038452518282831250e+01,8.972595874934344806e+01,6.882830830595344196e+01,8.663330291693323204e+01,7.463309337844010827e+01,8.832440492132515431e+01,8.429484773011451182e+01,7.129086403397140259e+01,1.091712861408162780e+02,8.597139476619946663e+01,1.199557619052760060e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.261728395061594199e+01,8.907698353524293111e+01,8.005058498649752607e+01,8.496076306765017705e+01,5.846767265010918635e+01,8.794550664621087321e+01,6.291150604970206928e+01,7.658358866096328654e+01,8.337507283849434714e+01,7.597963361675678584e+01,7.734524160715487540e+01,7.595543368737041590e+01,1.053859647356555485e+02,9.532885073150849564e+01,1.104274524832425755e+02
6.223093681916995479e+01,6.041484758994952387e+01,7.132640377104192453e+01,8.101878978352991112e+01,5.080813016036499619e+01,8.447177705298499006e+01,6.202182168903150483e+01,6.474754026442136023e+01,5.655174443303916831e+01,7.537296271463461039e+01,6.552483661345239341e+01,5.563009103178952586e+01,9.300595459750213934e+01,6.433570939971326652e+01,8.271358085360662926e+01
5.899746908978016080e+01,4.687594517363910995e+01,5.041383683060571030e+01,6.772473232320186298e+01,5.305088765784500282e+01,4.978247298938990184e+01,7.673888741132734026e+01,5.060815282275935090e+01,1.007608400883276261e+02,4.889779203153417342e+01,4.657333356261615620e+01,6.048929488363136642e+01,1.130856724432241265e+02,1.043594976368135292e+02,1.170434973737867779e+02
5.373842592592638567e+01,5.621679414990126844e+01,5.900078505966349240e+01,6.829826282608226506e+01,5.228217175247563375e+01,6.670297115859432324e+01,7.486647255152024627e+01,6.024101637258752362e+01,7.052243052628170972e+01,6.089321532671507953e+01,5.616145452471313604e+01,5.761739566395426237e+01,9.455260928125062492e+01,6.129103775244693963e+01,9.110809661052235242e+01
6.620245726494896132e+01,6.773366656240722250e+01,7.031486629047519443e+01,5.565149982733796463e+01,6.970798839313543738e+01,6.741054123444678225e+01,8.842190945186378315e+01,7.000477758285006757e+01,9.704868682234513244e+01,6.102174923463775258e+01,6.620167002456059890e+01,6.702584977645176423e+01,9.490741178997549810e+01,8.655953813435181132e+01,1.157674219371175610e+02
1.059285714285714306e+02,1.121806065858126402e+02,1.165600057527423274e+02,1.325225494174080723e+02,1.292954533359754805e+02,1.400684949830413188e+02,1.555042754302068317e+02,1.261523383375083966e+02,1.653687653836109632e+02,1.272280430447238047e+02,1.390123050846170543e+02,1.368295148988415804e+02,1.546354314007203072e+02,1.661463975634467829e+02,1.761938328136774885e+02
6.195833333333337123e+01,5.739483040485579579e+01,5.540068495101908752e+01,5.873200745121545197e+01,4.995704671450583589e+01,5.733115299694628675e+01,6.333850200290122245e+01,5.910464739432950410e+01,1.051442724265571087e+02,5.379432380124467272e+01,5.597725956037078276e+01,5.285553826078010786e+01,1.037460005774021283e+02,9.566261168985319330e+01,1.350247169301184726e+02
