9.476720647774190809e+01,9.772172142173006648e+01,8.989407501640390308e+01,1.025773773186206910e+02,1.114534450976256039e+02,8.817694911054601903e+01,1.237648193262697447e+02,1.015822128478661170e+02,1.253196648602697252e+02,1.187650183641813157e+02,8.816155913345242823e+01,9.509243807525609782e+01,1.424169660091362459e+02,1.240684111125909510e+02,1.278157051142306955e+02,1.745250469245898159e+02,2.319345512683667891e+02,1.854030367944624800e+02,1.440681401726391186e+02,1.411882371146812147e+02,1.604293746964195293e+02,1.372866322166953523e+02,1.666873097719839620e+02,1.808505972720265618e+02,1.686237344926624928e+02,1.392524438689499675e+02,1.423069356845622622e+02,1.592920034079793083e+02,1.590549162012804061e+02,1.412459113154822035e+02,1.145055757628794026e+02,1.426614453526803743e+02,1.351269360070961056e+02,1.306290128450660006e+02,1.130181415912845608e+02,9.899293386572504971e+01,1.179289749939589029e+02,8.861761053070753746e+01,1.459332783702056133e+02,1.307081324844957066e+02,1.349465950300905490e+02,1.584959061103957083e+02,1.193395243760165130e+02,1.118651835719085312e+02,1.099412114235401532e+02,1.460068863000818737e+02,2.336651865111426503e+02,1.828041062794619052e+02,2.219922363124850904e+02,1.776742745454356793e+02
5.876495726494815131e+01,6.254933170160357747e+01,5.081674362883245522e+01,6.223041196672662778e+01,5.162099733344683727e+01,6.320304839886075143e+01,7.788229790341350167e+01,6.751353512654152667e+01,8.642864529526927697e+01,6.569291467948293928e+01,5.700611572981951269e+01,5.649186462885262472e+01,1.044363812501480027e+02,8.783752201220310951e+01,9.847679647613377085e+01,1.459509787735911459e+02,1.984873984358586085e+02,1.498152856511511573e+02,1.451770948263475134e+02,1.286940037466592912e+02,1.307160833548820449e+02,1.060583061740417747e+02,1.316009179206338899e+02,1.394092777700117551e+02,1.352830509662240388e+02,1.141223275871950307e+02,1.293912143131703374e+02,1.213352501160521655e+02,1.265981627947928985e+02,1.069506921405818645e+02,9.127752328850834829e+01,1.110926182564417388e+02,1.272757765073724840e+02,1.094058829431139941e+02,7.239115210691991820e+01,8.016282116524087087e+01,7.955257360083851381e+01,6.733918314667883465e+01,1.101678299200762581e+02,9.793727293321063598e+01,1.060203960226541113e+02,1.465923511230954261e+02,7.694413883354059180e+01,7.109703957049174505e+01,7.957513450921724996e+01,1.377726045545335580e+02,1.953911631452637323e+02,1.576539332490598326e+02,1.881314909946066791e+02,1.568368439935535434e+02
1.504375000000049454e+02,1.074288279673601352e+02,1.403604008613225460e+02,1.323479781918987896e+02,1.251465748131589208e+02,1.273538278564015798e+02,1.273379894580955352e+02,1.145363673026900244e+02,1.526527604176305317e+02,1.225561680014513399e+02,1.277576144458194847e+02,1.180730602322349370e+02,1.608288704798001163e+02,1.573073702590684206e+02,1.639860673192202398e+02,1.951722772328107283e+02,1.983103343567848356e+02,1.752557797826975161e+02,2.157073779648889627e+02,1.888608777944978669e+02,1.811295952040903785e+02,1.664102686404430074e+02,1.816818079337174652e+02,1.773633931005980742e+02,1.687278150428157062e+02,1.519440982741424477e+02,1.927826455020201593e+02,1.733796710969300250e+02,1.596447240734251523e+02,1.401630843935915891e+02,1.304688066297819944e+02,1.450793485432246825e+02,1.325495894955031986e+02,1.316606106895472976e+02,1.359982217521678933e+02,1.242220646339544317e+02,1.457235312160925389e+02,1.200472825881497130e+02,1.560285701924118200e+02,1.356971684990635936e+02,1.463546629174355473e+02,1.935000304188291125e+02,1.488392354260440129e+02,1.579999364804156698e+02,1.430470362284509633e+02,1.655567007223550604e+02,2.328028114801631148e+02,2.021715020953967610e+02,2.171420236614867463e+02,2.128086290238900915e+02
9.193665158376067836e+01,8.788830217649201870e+01,9.975698587025827635e+01,6.399325902445229985e+01,9.623040557279871621e+01,6.768940917577451444e+01,8.271162074447603629e+01,4.585189884950506212e+01,8.610319834956646901e+01,5.956939735986686912e+01,4.711865148666670677e+01,4.228218466925184771e+01,8.602190361389659756e+01,7.879000868215281628e+01,1.015743858455014106e+02,1.591625759095153967e+02,2.006869771903361652e+02,1.382839920228207404e+02,2.107375048805035078e+02,1.751521022481118735e+02,1.490697101508096694e+02,1.183151288962915970e+02,1.370960524392131674e+02,1.578165798181233868e+02,1.347124389108335265e+02,9.710111963563521442e+01,1.776251984754834155e+02,1.322403618188464520e+02,1.521788470310453079e+02,9.117457027680428894e+01,1.017661153904927431e+02,1.024714475191021990e+02,1.450563813312183186e+02,1.103987463154892481e+02,7.630764790497588024e+01,7.498812915281946800e+01,5.827847705088200314e+01,6.270836840449981509e+01,1.154414252147954016e+02,1.035504301766468274e+02,9.202345874187824393e+01,1.589605650646139168e+02,7.771561882495664975e+01,7.529903718306400151e+01,8.276409583031920647e+01,1.373390314127659906e+02,2.039094851647333257e+02,1.734018353818683522e+02,1.910308292680668671e+02,1.684309488214049679e+02
8.467647058826320006e+01,8.419614819843758369e+01,7.729077575703108494e+01,6.890821648548059386e+01,8.676424078150917296e+01,6.727129003612773772e+01,1.115802395025224598e+02,7.644943312320829421e+01,9.834317233328489749e+01,7.065115085020467234e+01,6.296657857173316586e+01,6.310156659861559092e+01,1.048700920867290449e+02,9.597063209651665261e+01,1.070878424591132330e+02,1.552934120069839423e+02,1.808356382887382949e+02,1.328390067436000663e+02,1.917865692990832258e+02,1.626300232986511674e+02,1.500878176190595923e+02,1.169076308764000345e+02,1.303856657837924331e+02,1.376631868700835071e+02,1.276955925729530463e+02,9.681775305703813217e+01,1.730113275719301669e+02,1.331964671706426202e+02,1.540685458589883297e+02,8.912887137007822957e+01,1.053462329952394754e+02,8.833069340562775551e+01,1.158377627995399024e+02,9.944091064400558366e+01,8.220564611415861123e+01,6.765147658494400673e+01,8.448733453199270116e+01,7.856260238158318998e+01,1.339855629291712660e+02,1.149841571784879051e+02,9.992620410413127274e+01,1.819985753613608495e+02,1.000755381720191792e+02,9.964222496226169312e+01,6.689854393232924679e+01,1.421496024629760200e+02,2.072477286300728849e+02,1.682846712556272450e+02,1.836323517364429847e+02,1.658938706169847990e+02
7.081099324975906484e+01,8.690096574317010436e+01,7.302264832159166019e+01,7.243311403270436699e+01,7.287184459526152125e+01,6.051925856775580570e+01,6.274351745740405306e+01,5.924068493089956888e+01,9.336941263624335363e+01,5.233013757920767262e+01,5.397907948337030604e+01,4.762924065506549454e+01,9.559998036034339464e+01,7.872659075568154208e+01,1.040317245130109001e+02,1.353340665515361252e+02,1.636241499348975310e+02,1.172408341514203158e+02,1.782769460487149615e+02,1.421118193432591568e+02,1.295269648441403092e+02,1.021927656512228992e+02,1.110136767473781845e+02,1.227321563183387525e+02,1.069057589579624334e+02,8.728418640141735807e+01,1.439187460702234773e+02,1.113515423776903077e+02,1.102648884889685235e+02,8.659905523405674899e+01,8.453625309431126311e+01,8.255777675928135295e+01,1.242303177319821543e+02,9.168156665137244943e+01,5.686397839676717325e+01,6.762472640886517183e+01,9.027988800721912810e+01,7.463002656955686120e+01,1.170253613287688523e+02,9.815102146603997824e+01,9.321443516099535032e+01,1.539552406849551005e+02,9.092307606045923762e+01,7.846885157211352180e+01,9.687780883781812236e+01,1.543303819686821612e+02,1.964755328333641557e+02,1.618636852244350450e+02,1.703554408287695594e+02,1.538113270713408838e+02
1.430629459734976479e+02,8.756502432399879865e+01,1.196197488187835347e+02,1.464110932214634886e+02,1.018742753293756067e+02,1.135941178405942082e+02,9.172117570289984201e+01,1.129559458784369781e+02,1.355407752303660800e+02,1.191310975906076948e+02,1.204491318784925795e+02,1.150640380094354782e+02,1.396714422364224220e+02,1.387246360507913039e+02,1.582736776516077839e+02,1.906929427698862298e+02,1.971002379760921031e+02,1.733043400845866415e+02,1.960228036207242326e+02,1.793960675333295569e+02,1.644996683604461225e+02,1.632663250191857003e+02,1.804122318114540064e+02,1.874771499463471685e+02,1.792129770479745048e+02,1.480282420005099766e+02,1.965011754452899027e+02,1.657305221087593736e+02,1.729020553498222625e+02,1.354990127792242163e+02,1.346237838952106358e+02,1.416955716750217107e+02,1.163492881334888693e+02,1.309269757285977391e+02,1.386545425691532500e+02,9.791145988540267808e+01,1.499867686829951481e+02,1.015677579636448371e+02,1.805946209635882553e+02,1.463310529711499726e+02,1.220543886937031601e+02,2.019635591454058385e+02,1.561877865552469871e+02,1.571051809131125765e+02,1.286740753392742249e+02,1.519532888220544748e+02,2.213113748113422332e+02,1.945320590384428385e+02,2.089655480407614334e+02,2.169988858997870693e+02
6.325000000000000000e+01,7.698397858065357013e+01,7.810434656579141688e+01,7.272811290398911410e+01,7.706075439963183271e+01,9.319522374387723573e+01,6.801705849189684727e+01,8.027342298934867415e+01,1.070092552502242711e+02,9.857631794047327389e+01,8.454825211018486186e+01,6.380467719918013358e+01,1.281378280812145363e+02,1.147376224229100643e+02,1.861353132063071598e+02,2.539964108652158643e+02,3.095107420318134359e+02,2.747188271891096178e+02,2.770707260467493143e+02,2.714721708443420880e+02,2.776621540359755045e+02,2.463038332138372652e+02,2.315668340468159272e+02,2.263797235368974157e+02,2.169786049377499353e+02,2.019034781806707599e+02,2.735223685340746442e+02,2.320447745745049701e+02,2.345247157852221278e+02,1.761871209557839961e+02,1.795135499282808098e+02,1.730731727282998520e+02,1.450444871467233554e+02,1.513098442056432020e+02,1.461928693953755385e+02,1.223136972623260021e+02,9.643444835807186166e+01,1.133127614259496596e+02,8.494418604245787208e+01,6.666950190114120289e+01,1.112182366855662536e+02,1.096567799683122360e+02,1.165264902443686168e+02,1.001273433369512844e+02,9.332147925581205072e+01,2.303651320373081717e+02,2.604086634710258750e+02,3.193454930735820767e+02,3.483018431677487570e+02,3.218967206452480241e+02
9.071266968326739288e+01,1.160511480084719125e+02,9.439735588255928178e+01,1.058427124429409218e+02,1.019152255748722666e+02,7.801903205005004338e+01,9.460477475213362197e+01,8.383416534237066742e+01,9.955230177701260175e+01,8.289130939748355331e+01,7.175616842428216557e+01,8.657179522157139218e+01,1.213458878246975701e+02,1.011552857423631622e+02,1.325341798613474111e+02,1.391127857245409700e+02,1.777723138323646026e+02,1.258051560448466830e+02,1.743685005319984782e+02,1.412987904022698444e+02,1.388186465709341348e+02,1.248881065242815254e+02,1.351462499333945289e+02,1.398269624358152612e+02,1.153966684924917558e+02,8.660990837228467853e+01,1.662498557369997627e+02,1.260694556814477778e+02,1.281373258226136045e+02,8.774687759179185775e+01,1.022079978844841435e+02,1.028734625297942671e+02,1.336627471688682363e+02,1.185967587254061613e+02,7.185162989236678754e+01,7.729048880323504989e+01,1.059407497587065023e+02,8.174183803276342530e+01,1.482854142633486276e+02,1.172172767663899862e+02,1.094766906634493324e+02,1.851974861990790657e+02,9.842359582017556363e+01,9.972207753484291004e+01,1.130999048028897676e+02,1.476120676354042871e+02,2.247833827913603670e+02,1.712486194432721049e+02,1.806865900112987902e+02,1.656869307518523726e+02
1.054209401709344434e+02,2.022769069720914956e+02,2.125884955123688087e+02,1.635914812021306375e+02,2.160550895073934043e+02,1.837247854975753967e+02,1.666912802582903339e+02,1.852312117003391165e+02,1.826168037139253215e+02,1.857795333442478238e+02,1.846864803776435906e+02,1.732109450948378537e+02,1.904573856655743498e+02,1.861213853438550530e+02,2.175643866032732205e+02,2.017701094002486570e+02,1.996572227071372936e+02,2.052049086885298550e+02,2.669773371289873012e+02,2.377307203166068064e+02,2.257507295054962810e+02,2.110948066256546838e+02,1.953814688586422221e+02,1.970074416534330339e+02,1.829536511889725148e+02,1.791663714908862914e+02,2.537634346330910944e+02,2.038274444644575567e+02,2.040439477720751142e+02,1.934396221344512696e+02,2.040095469662869334e+02,2.005987143160795654e+02,2.389242332862985450e+02,2.018428542920823645e+02,1.833206213734320045e+02,1.778033887849820474e+02,2.009159125342820573e+02,2.075187252714708848e+02,2.368392846117129409e+02,1.863188571671052500e+02,1.856503038117363076e+02,2.573961820757425016e+02,1.821489144127576481e+02,1.798506330149860162e+02,1.793541102942417638e+02,2.180299594135905750e+02,2.452193634116241299e+02,2.368702294148343412e+02,2.297832235460560355e+02,2.320254709859759146e+02
