area_name,measure_point_id,acid_Zuur,acid_Zwakzuur,acid_Water,ground_water_Vrijdiep,ground_water_Water,ground_water_Zeerondiep,ground_water_Ondiep,ground_water_Diep,stability_Stabiel,stability_Redelijkstabiel,stability_Instabiel,stability_Water,ground_type_Zandenleem,ground_type_Water,ground_type_Veenenzand,ground_type_Veen,ground_type_Kleienzand,ground_type_Leem,ground_type_Zand,pce_coating_percentage,total_pipe_lenght
Almelo Tusveld,203,0.0,10.61,0.0,10.61,0.0,0.0,0.0,0.0,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61,1.0,10.61
Almelo Tusveld,335,0.0,2.84,0.0,2.84,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,2.84
Almelo Tusveld,237,0.0,60.44,0.0,10.67,0.0,0.0,0.0,49.77,60.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.44,0.0,60.44
Almelo Tusveld,308,0.0,13.83,0.0,13.83,0.0,0.0,0.0,0.0,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,1.0,13.83
Almelo Tusveld,228,0.0,444.39,0.0,263.47,0.0,0.0,0.0,180.92,444.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.39,0.0,444.4
Almelo Tusveld,200,0.0,407.72,0.0,190.16,0.0,0.0,0.0,217.56,407.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.72,1.0,407.72
Almelo Tusveld,282,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8
Almelo Tusveld,334,0.0,20.87,0.0,20.87,0.0,0.0,0.0,0.0,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,0.0,20.87
Almelo Tusveld,325,0.0,55.26,0.0,0.0,0.0,0.0,55.26,0.0,55.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.26,0.0,0.0,1.0,55.26
Almelo Tusveld,307,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8
Almelo Tusveld,266,0.0,322.77,0.0,201.37,0.0,0.0,62.81,58.59,322.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.77,1.0,322.76
Almelo Tusveld,246,0.0,4.85,0.0,4.85,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,1.0,4.85
Almelo Tusveld,196,0.0,36.42,0.0,36.42,0.0,0.0,0.0,0.0,36.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.42,1.0,36.42
Almelo Tusveld,330,8.7,0.0,0.0,8.7,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.7
Almelo Tusveld,271,0.0,1.99,0.0,0.0,0.0,0.0,1.99,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,1.0,1.99
Almelo Tusveld,253,0.0,349.66,0.0,85.09,0.0,0.0,122.03,142.54,349.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.66,1.0,349.65
Almelo Tusveld,254,0.0,211.67,0.0,45.0,0.0,0.0,51.26,115.41,211.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.67,1.0,211.68
Almelo Tusveld,191,0.0,23.47,0.0,22.86,0.0,0.0,0.61,0.0,23.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,1.0,23.46
Almelo Tusveld,234,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9
Almelo Tusveld,317,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.0,0.53
Almelo Tusveld,221,0.0,130.78,0.0,130.78,0.0,0.0,0.0,0.0,130.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.78,1.0,130.78
Almelo Tusveld,260,0.0,169.54,0.0,169.54,0.0,0.0,0.0,0.0,169.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.54,1.0,169.54
Almelo Tusveld,199,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.0,0.34
Almelo Tusveld,273,0.0,7.45,0.0,0.0,0.0,0.0,7.45,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,1.0,7.45
Almelo Tusveld,190,0.0,948.51,0.0,0.0,0.0,0.0,467.34,481.17,948.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.51,1.0,948.52
