-8.664836926601666391e+02,-6.648689625104020706e+01,-4.375540548114950212e+01,2.048390681291738247e+01,6.960583056811097791e+00,-2.669895673401750358e+01,5.133815889333877891e+01,1.648888039471329492e+01,-2.831629848006755878e+01,-3.064477585650394786e+01,-1.592002277057243020e+01,3.772386122257555741e+01
-8.495070427910907256e+02,-5.847233061301081136e+01,-5.353884611761448475e+00,-7.911227041891038425e+00,3.829839843577792635e+01,2.446098404285559358e+00,1.101305717192364320e+01,1.413251598730029812e+01,-8.359001234804518177e+00,-2.154894437328197299e+01,-1.444529354342109073e+01,7.590955013710453336e+00
-8.679174828796633392e+02,8.209910826230068892e+01,-2.796421197331973829e+01,-1.993636036901360242e+01,3.531883554370782718e+01,-2.012169380933850249e+01,-3.373386377650585022e+00,1.477500897652381084e+01,-1.018831944415911472e+01,-8.305914319853684447e-01,7.619474642843323764e+00,-6.448247072275506753e+00
-9.589447686303728915e+02,-2.212833912906044276e+01,-7.054874630614483522e+01,-2.055626487594628315e+01,3.665358774729171643e+01,-1.635835295517733812e+01,1.566114930287242579e+01,2.377577885044681949e+01,-1.423515641645963115e+01,5.183297353752777781e+00,1.202268235510709360e+01,-1.527542833051447957e+01
-9.104235508585372827e+02,-3.099891572496583336e+01,-6.983914242940733175e+01,-2.435486246451928949e+01,2.168567439010111642e+01,1.929185992288731999e+00,1.733239202222635100e+01,1.527531255666820087e+01,-2.431156213849253689e+01,-9.946563743522441214e+00,1.161606384076752363e+01,-7.470031608435419912e+00
-9.132357868159419922e+02,2.016093354870040599e+01,-3.206858996894938230e+01,5.964470981516986292e+00,3.427002609340915029e+01,-3.589281206444047712e+01,-1.991809826365188885e+00,2.789670137745220657e+01,-1.477022815184410298e+01,-8.976224335405959209e+00,1.254573496312255898e+01,-3.763180952713014449e+00
-8.832745361920270852e+02,5.237494853001553707e+01,-5.230596253708438326e+01,-2.703395298532453950e+01,4.584061758435070999e+01,-9.158699153814609417e+00,8.375275333263042299e+00,1.804079306704731156e+00,-2.763698586271550539e+01,4.736091216173368146e+00,1.818867822879519025e+01,-2.356394270065708785e+00
-1.077500000000000000e+03,2.872986590827622422e+01,2.652692880171040357e-13,-9.799222236572839861e+00,-2.273736754432320595e-13,6.160048618892460581e+00,3.789561257387200655e-13,-4.726771552538309606e+00,1.098972764642288220e-12,4.058970751096362406e+00,8.621251860555881919e-13,-3.782358602175870832e+00
-9.083525327124223168e+02,1.142591679416528905e+01,-5.490699336923400153e+01,3.465843778264417097e+01,4.390068077412337288e+01,-3.141933655081093235e+01,-5.499026770610896619e+00,1.026160034996176229e+01,-4.105025973296689301e+01,9.817387161107356874e+00,4.604748694894804117e+01,-1.961672832693902535e+01
-8.430062453790252448e+02,2.174272631271753937e+02,4.800808040319603620e+00,6.196199166341083142e+00,9.220484888185675132e+00,-7.523829857167807234e+01,1.797296029956174834e+01,2.416440854043975150e+01,1.590616493008993260e+01,-1.555339521093022315e+00,-9.671111230555879956e+00,-2.674755187101749243e+01
-9.345512537506153876e+02,-1.276616265428507724e+01,-3.799749635818862004e+01,1.746387956086662285e+01,4.268650679548856175e+01,-5.388296411805888653e+01,7.005052657079298584e+00,3.235258379895706327e+01,-2.680040595071489662e+01,-1.236369157804877661e+00,1.871703707891167667e+01,-1.579941514021623483e+01
-1.030588741279945225e+03,-5.708285287868950508e-01,-2.158946168581701386e+01,7.247678622310577801e+00,1.356252624340489321e+00,-3.043955164997460550e+00,9.690536316966055219e-01,9.959155098327224787e-01,-1.151891221824200784e+00,1.411560001272865184e-01,6.895031986666234625e-01,-6.675872406524092639e-01
-9.563275772019928809e+02,-1.092923997442729558e+02,4.400144798945107283e+01,1.586382299718604827e+01,-3.502846643710774543e+01,1.039067798490837369e+01,2.906570337935594495e+01,-4.640700008832931189e+01,2.573333998036460457e+01,1.645567986411285233e+01,-4.578928866647694917e+01,3.833729620280688266e+01
-9.627863027522910215e+02,-3.134940702940500756e+01,2.246161111411979761e+01,-9.226431711942854719e+00,-5.103672464884576598e+00,1.578173282965250657e+01,-1.844035655272151786e+01,1.173295626982972273e+01,1.110058186924371970e+00,-1.332671824481659861e+01,1.812798290351824804e+01,-1.268297280289542073e+01
-9.121554995471238954e+02,1.722440976029366766e+01,-6.224793900408940317e-01,-1.483414785328837482e+01,1.995989350611883495e+01,-1.317689418551841030e+01,9.158350740785673461e-01,7.712223503275120962e+00,-7.709479959337812716e+00,1.297013260420764258e+00,4.749306735503769694e+00,-5.060089740202049491e+00
-8.305707600910484416e+02,6.989236178032032853e+01,-1.817775687293590181e+01,-2.426387015924098023e+01,3.275603524636253638e+01,-1.328725935467948105e+01,-9.155929692742081016e+00,1.586512159182059101e+01,-7.505885992620022762e+00,-3.536154643163030187e+00,8.022749499772359627e+00,-5.581988824729471332e+00
-8.895957053372945893e+02,9.576674420142751387e+00,-3.412316154969509086e+01,-1.732076383340830716e+01,1.652444833096181043e+01,-2.266538511614817253e+01,2.780876513366346447e+00,3.738016893287692710e+01,-4.041866281274185901e+00,-1.349038416283839048e+01,-9.508475222488470990e+00,-2.632130626570202736e+01
-8.512178069080479190e+02,1.222828579747338473e+01,-2.905509671737115696e+01,-1.239900303562344064e+01,1.205284481551980846e+01,-1.053288473518324508e+01,6.861540405436793222e+00,1.407097076610879505e+01,-4.709796103795534927e-01,-6.245859264713307546e+00,-1.385441458152168970e+01,-1.980333789838975633e+01
-8.694656633008075914e+02,7.372944068154405173e+00,-3.016414194490872802e+01,-1.053890221200900079e+01,4.142275543203138710e+01,-7.122565476558141206e+00,-7.523502143155647914e+00,1.823471290508835096e+01,-1.488954276701613821e+01,-5.306303137907008249e+00,4.237398372053637452e+00,-2.267685416965306899e+01
-9.201409188548705060e+02,4.066441232894665347e+01,-2.845610247272545124e+01,-7.446110271596106500e+00,4.147173869303003357e+01,-3.807925305891235723e+01,3.183326265578121372e+00,2.178485120371221484e+01,-1.544831676013760990e+01,-2.305522281082213798e+00,7.698316320063804952e+00,-3.170576774048605273e+00
-1.007708426936251840e+03,-6.408490377531987292e+01,-8.395871648682654609e+01,-2.016594574621213454e+01,3.532986475739393484e+01,-3.443585232359335180e+01,8.164864576657729245e+00,1.869795265421942787e+01,-1.486392000681000880e+01,8.610678280609628255e-01,2.903667672148268597e+00,-9.911558896709644628e+00
-8.870716342579075899e+02,1.085028304271583153e+02,-4.718302645833307452e+01,-1.444620183249861611e+01,4.616721236792898253e+01,-4.154963020617482528e+01,1.724347740694035025e+01,3.481807412503485466e+00,-7.992054858233871073e+00,-2.208796536572208424e-01,8.873539648148270231e+00,-8.643343591179444729e+00
-9.100000000000000000e+02,-1.021506343405387724e+02,9.473903143468001637e-14,3.484167906337000886e+01,-1.515824502954880312e-13,-2.190239508939422564e+01,3.031649005909760625e-13,1.680629885347038410e+01,9.473903143468001132e-13,-1.443189600389861837e+01,7.152796873318341198e-13,1.344838614106854813e+01
-1.002887507693357065e+03,-1.116451236961195903e+01,5.008710017224491828e+00,-2.222185347244059361e+00,7.009961417216875823e+00,-1.723615804710571098e+01,2.545073661137212184e+01,-2.445288205508192192e+01,1.311439041984150755e+01,2.198308039467680608e+00,-1.195406088248121890e+01,1.042031875853365541e+01
-8.734497033607469803e+02,4.996335937943285899e-02,2.260586214417395468e+01,5.942335750719999865e+00,1.668698244131682173e+01,-2.288121034726932024e+01,-7.742745356292269676e+00,1.602755206230461482e+01,-1.558592843433898523e+01,-6.085523663146782170e+00,1.890911092464820698e+01,5.530387850410211747e+00
-8.881101277027229344e+02,-1.854730149670111317e+01,-2.741146227358088439e+01,9.872292545551108134e+00,3.491364092366919891e+01,-3.097618534809087265e+01,-1.241895096027887213e+01,3.178491561263658838e+01,-1.230391384252835429e+01,-1.029809174359141366e+01,1.420923381777250860e+01,-7.341940955395218182e+00
-9.434458617859677361e+02,-9.815367936183935171e+01,4.005339989786489241e+01,1.328406976669466033e+01,-3.051538789128812823e+01,8.879210804571187055e+00,2.588986804897340477e+01,-4.101371730099646840e+01,2.242134806531815983e+01,1.516800567607149652e+01,-4.117859071292038209e+01,3.435579986638938976e+01
-9.821310295360677856e+02,-5.051661866083146890e+01,-2.662998915592074312e+01,-9.059856211742232546e+00,1.437211669186641849e+01,-1.554890258512339507e+01,1.568781905925101228e+01,4.079737868048002980e+01,-3.166824758398677275e+01,-3.117777061934170391e+01,5.642397536844659278e+00,-1.025594569634376541e+01
-9.691927909588850980e+02,-5.031626206916909183e+01,-1.012950809812544506e+01,-2.411687600196688663e+01,1.827794375894882251e-01,-1.812598798406573408e+01,1.178769067664201842e+01,4.025999526896875125e+01,-1.054814106534495366e+01,-1.896099942968648477e+01,5.148705016214009333e+00,-1.329534125727224136e+01
-9.422150824647972058e+02,2.107357880682153850e-01,2.898753740030088011e+01,6.423246819524611517e+00,1.391321541370730941e+01,-2.535247576672067638e+01,-1.157053948937097587e+01,2.391427206500511105e+01,-1.156336051059090053e+01,-1.298249943469423329e+01,1.684976615344741901e+01,8.800175634419426629e+00
-8.706319406050895395e+02,-5.092804569601544706e+00,1.621932055843046783e+00,-8.427738835030499587e+00,2.004794440450738335e+01,-1.958769241970783881e+01,1.378151673615680695e+00,1.874000899005563525e+01,-2.031877257705974671e+01,1.738815065951750061e+00,1.770801108537180824e+01,-1.833530890120735890e+01
-9.431133831006274022e+02,-3.288416344700272020e+01,-1.681268795996868448e+01,-1.462561921357223582e+01,1.034499382302925596e+01,-4.138049582416991612e+00,-1.343061817040190320e+01,2.389229538940067599e+01,-1.204449951124368567e+01,-4.032053506107206431e+01,1.317808157091692500e+01,-1.423442971530477763e+01
-9.770077091277380532e+02,-3.195646366677978634e+01,-9.402152846364914751e+01,-9.409845662407727573e+00,2.798269330153806322e+01,-9.825378418760823962e+00,1.202034850917012321e+01,2.314095422954615699e+01,-4.447424684220853131e+00,-3.110573209675351336e+00,1.366637572772617659e+00,-9.310151243952683231e+00
-9.913348797769319845e+02,2.459687385058703057e+01,-7.672160173352229329e+00,-4.344207865992586903e+00,7.024602326592836121e+00,-8.022038931589520416e+00,1.069424689911867610e+01,-6.127786446551415800e+00,-8.806145909577821840e+00,1.964099762741029309e+01,-1.510810603098558502e+01,4.742074830659537277e+00
-1.048710712980676817e+03,1.018809994898678326e+02,-1.847306491391526038e+02,5.724861114982164878e+01,-1.413923957693437572e+01,3.056046113132007580e+00,7.312357239600638437e+00,2.519523146492514343e+01,-2.541978290394551010e+01,5.284077923857637415e+00,2.765530588947380242e+00,-2.914511461962231209e+01
-7.947163503095672468e+02,5.826067958243436351e+01,-2.990816120470937634e+01,-2.375874880687452340e+00,2.364747303162046776e+01,-2.560665689059243277e+01,1.184961383150620762e+01,4.797975177660579682e+00,-1.207758185650353155e+01,7.557297731717956601e+00,9.052431691209268383e-01,-3.932694106250626653e+00
-9.797320112623511932e+02,-6.547813596755011645e+01,-7.991116498226580234e+01,-3.167520498659096262e+01,5.182067585846472468e+01,-1.211838010057529758e+01,5.492973685213749846e+00,1.332187650116657096e+01,-1.964026412674223820e+01,-6.214706572683799113e-01,1.747797044696780944e+01,4.997270501679510701e+00
-9.279555944640102325e+02,2.770754598438239924e+01,-4.681280292985983493e+01,4.408630829282945029e+01,-1.307219055138439856e+01,-2.100191509618148444e+01,2.916829533452033729e+01,-1.021900426199738376e+01,-1.066801877171468504e+01,1.242019887007330681e+01,-6.899425128907901716e-02,-6.513369235822972669e+00
-9.087398060292591708e+02,5.952895441001459176e+01,-3.427607962040201528e+01,-2.522975842148620362e+00,2.935662617926533358e+01,-2.684139559217718585e+01,2.212882233900567375e+00,1.699677553201090063e+01,-1.442702397518853630e+01,-5.016947221517776834e-01,1.002600669180659487e+01,-8.203805314491008360e+00
-9.080613609852955506e+02,-8.240254660302753109e+01,-1.604562159130860621e+01,8.435007752027786410e+00,-1.485645546646831328e+01,4.756189939563598301e+01,-2.429629986164710687e+01,-1.649624953762351609e+01,9.043216762756060234e+00,1.537011551474686488e+00,-4.269371349777533631e+00,5.712721617304509891e+00
-8.382500000000000000e+02,2.212086816243985510e+01,-1.577678849605458211e+01,7.545016182175515951e+00,-1.705302565824240446e-13,-4.742995453155742780e+00,5.774705379690449725e+00,-3.639428415067925471e+00,8.526512829121202230e-13,3.125248030981481406e+00,-4.227377736673791908e+00,2.912267542386492103e+00
