area_id,measure_point_id,sw_0,sw_1,sw_2,sw_3,sw_4,sw_5,sw_6,sw_7,sw_8,sw_9,acid_Zuur,acid_Zwakzuur,acid_Water,ground_water_Vrijdiep,ground_water_Water,ground_water_Zeerondiep,ground_water_Ondiep,ground_water_Diep,stability_Stabiel,stability_Redelijkstabiel,stability_Instabiel,stability_Water,ground_type_Zandenleem,ground_type_Water,ground_type_Veenenzand,ground_type_Veen,ground_type_Kleienzand,ground_type_Leem,ground_type_Zand,pipe_coating,pipe_length,point_label,gradient_label,binned_points,binned_gradients
Deurningen,466,147.124883146,179.133654861,90.7715215159,-57.0931724161,-167.322757469,-184.833193411,-123.582000238,-44.1728691494,-7.34224439201,-33.6053166833,0.0,418.65,0.0,0.0,0.0,0.0,204.12,214.53,418.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.12,0.0,214.53,1.0,418.65,-91.3384080684,-285.120754533,8,6
Deurningen,466,179.133654861,90.7715215159,-57.0931724161,-167.322757469,-184.833193411,-123.582000238,-44.1728691494,-7.34224439201,-33.6053166833,-91.3384080684,0.0,418.65,0.0,0.0,0.0,0.0,204.12,214.53,418.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.12,0.0,214.53,1.0,418.65,-119.850483522,440.13159989,7,12
Deurningen,466,90.7715215159,-57.0931724161,-167.322757469,-184.833193411,-123.582000238,-44.1728691494,-7.34224439201,-33.6053166833,-91.3384080684,-119.850483522,0.0,418.65,0.0,0.0,0.0,0.0,204.12,214.53,418.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.12,0.0,214.53,1.0,418.65,-75.8373235327,995.307621715,8,17
Deurningen,466,-57.0931724161,-167.322757469,-184.833193411,-123.582000238,-44.1728691494,-7.34224439201,-33.6053166833,-91.3384080684,-119.850483522,-75.8373235327,0.0,418.65,0.0,0.0,0.0,0.0,204.12,214.53,418.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.12,0.0,214.53,1.0,418.65,23.6934386388,724.074056555,13,14
Deurningen,466,-167.322757469,-184.833193411,-123.582000238,-44.1728691494,-7.34224439201,-33.6053166833,-91.3384080684,-119.850483522,-75.8373235327,23.6934386388,0.0,418.65,0.0,0.0,0.0,0.0,204.12,214.53,418.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.12,0.0,214.53,1.0,418.65,96.1008442943,-429.02605584,15,5
Deurningen,466,-184.833193411,-123.582000238,-44.1728691494,-7.34224439201,-33.6053166833,-91.3384080684,-119.850483522,-75.8373235327,23.6934386388,96.1008442943,0.0,418.65,0.0,0.0,0.0,0.0,204.12,214.53,418.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.12,0.0,214.53,1.0,418.65,53.1982387103,-1236.31942119,14,-2
Deurningen,468,2.4877910224,-14.1086084968,-37.1271461949,-45.1536063707,-62.9291409769,-100.049853048,-142.824930623,-169.178505782,-166.26607165,-139.456092851,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,-109.10123917,114.099341883,7,9
Deurningen,468,-14.1086084968,-37.1271461949,-45.1536063707,-62.9291409769,-100.049853048,-142.824930623,-169.178505782,-166.26607165,-139.456092851,-109.10123917,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,-97.6913049814,-164.49890577,7,7
Deurningen,468,-37.1271461949,-45.1536063707,-62.9291409769,-100.049853048,-142.824930623,-169.178505782,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,-114.141195558,-295.810170813,7,6
Deurningen,468,-45.1536063707,-62.9291409769,-100.049853048,-142.824930623,-169.178505782,-166.26607165,-139.456092851,-109.10123917,-97.6913049814,-114.141195558,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.0,1.42,-143.72221264,-73.7089013818,7,8
